,scientific_name,red_list_category,assessment_date,population_trend,systems,region,habitat,phylum_name,class_name,country_state,animal_name,latitude,longitude
5495,Arinia boreoborneensis,Critically Endangered,2004,Decreasing,Terrestrial,Indomalayan,Global,Mollusks,Snails & slugs,,,,
5496,Arinia biplicata,Endangered,2004,Decreasing,Terrestrial,Indomalayan,Global,Mollusks,Snails & slugs,,,,
5497,Arinia simplex,Critically Endangered,2004,Decreasing,Terrestrial,Indomalayan,Global,Mollusks,Snails & slugs,,,,
5498,Arinia oviformis,Critically Endangered,2004,Decreasing,Terrestrial,Indomalayan,Global,Mollusks,Snails & slugs,,,,
5499,Arinia dentifera,Critically Endangered,2004,Decreasing,Terrestrial,Indomalayan,Global,Mollusks,Snails & slugs,,,,
5500,Arinia streptaxiformis,Endangered,2004,Decreasing,Terrestrial,Indomalayan,Global,Mollusks,Snails & slugs,,,,
5501,Diplommatina madaiensis,Critically Endangered,2004,Decreasing,Terrestrial,Indomalayan,Global,Mollusks,Snails & slugs,,,,
5502,Diplommatina cacuminulus,Critically Endangered,2004,Decreasing,Terrestrial,Indomalayan,Global,Mollusks,Snails & slugs,,,,
5503,Choerodon schoenleinii,Near Threatened,2004,Unknown,Marine,Australasian|Indomalayan,Global,Vertebrates,Ray-finned fishes,,,,
5504,Gulella aprosdoketa,Endangered,2004,Unknown,Terrestrial,Afrotropical,Global,Mollusks,Snails & slugs,,,,
5505,Gulella claustralis,Endangered,2004,Unknown,Terrestrial,Afrotropical,Global,Mollusks,Snails & slugs,,,,
5506,Gulella puzeyi,Critically Endangered,2004,Unknown,Terrestrial,Afrotropical,Global,Mollusks,Snails & slugs,,,,
5507,Gulella salpinx,Critically Endangered,2004,Unknown,Terrestrial,Afrotropical,Global,Mollusks,Snails & slugs,,,,
5508,Sheldonia puzeyi,Vulnerable,2004,Unknown,Terrestrial,Afrotropical,Global,Mollusks,Snails & slugs,,,,
5509,Trachycystis clifdeni,Critically Endangered,2004,Unknown,Terrestrial,Afrotropical,Global,Mollusks,Snails & slugs,,,,
5510,Trachycystis haygarthi,Endangered,2004,Unknown,Terrestrial,Afrotropical,Global,Mollusks,Snails & slugs,,,,
5511,Trachycystis placenta,Critically Endangered,2004,Unknown,Terrestrial,Afrotropical,Global,Mollusks,Snails & slugs,,,,
5512,Myotis punicus,Near Threatened,2006,Decreasing,Terrestrial,Palearctic,Europe,Vertebrates,Mammals,,,,
5513,Cheilinus undulatus,Endangered,2004,Decreasing,Marine,Afrotropical|Australasian|Indomalayan|Palearctic,Global,Vertebrates,Ray-finned fishes,,,,
5514,Laubuka caeruleostigmata,Endangered,2011,Decreasing,Freshwater,Indomalayan,Global,Vertebrates,Ray-finned fishes,,,,
5515,Cherax tenuimanus,Critically Endangered,2010,Decreasing,Freshwater,Australasian,Global,Invertebrates,Crustaceans,,,,
5516,Chelonia mydas,Endangered,2004,Decreasing,Terrestrial & Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Palearctic,Global,Vertebrates,Reptiles,Circumglobal in tropical and temperate seas and oceans,"Sea turtle, green",,
5517,Chelonia mydas,Endangered,2004,Decreasing,Terrestrial & Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Palearctic,Global,Vertebrates,Reptiles,Circumglobal in tropical and temperate seas and oceans,"Sea turtle, green",,
5518,Chelonia mydas,Endangered,2004,Decreasing,Terrestrial & Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Palearctic,Global,Vertebrates,Reptiles,Circumglobal in tropical and temperate seas and oceans,"Sea turtle, green",,
5519,Chelonia mydas,Endangered,2004,Decreasing,Terrestrial & Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Palearctic,Global,Vertebrates,Reptiles,Circumglobal in tropical and temperate seas and oceans,"Sea turtle, green",,
5520,Chelonia mydas,Endangered,2004,Decreasing,Terrestrial & Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Palearctic,Global,Vertebrates,Reptiles,Circumglobal in tropical and temperate seas and oceans,"Sea turtle, green",,
5521,Chelonia mydas,Endangered,2004,Decreasing,Terrestrial & Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Palearctic,Global,Vertebrates,Reptiles,Circumglobal in tropical and temperate seas and oceans,"Sea turtle, green",,
5522,Chelonia mydas,Endangered,2004,Decreasing,Terrestrial & Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Palearctic,Global,Vertebrates,Reptiles,Circumglobal in tropical and temperate seas and oceans,"Sea turtle, green",,
5523,Chelonia mydas,Endangered,2004,Decreasing,Terrestrial & Marine,Afrotropical|Australasian|Indomalayan|Nearctic|Neotropical|Palearctic,Global,Vertebrates,Reptiles,Circumglobal in tropical and temperate seas and oceans,"Sea turtle, green",,
5524,Cherax destructor,Vulnerable,1996,Unknown,Freshwater,Australasian,Global,Invertebrates,Crustaceans,,,,
5525,Kosicia ziegleri,Near Threatened,2010,Unknown,Terrestrial,Palearctic,Global & Europe,Mollusks,Snails & slugs,,,,
5526,Atherinomorus lineatus,Vulnerable,1996,Unknown,Marine,Indomalayan,Global,Vertebrates,Ray-finned fishes,,,,
5527,Pseudochondrostoma willkommii,Vulnerable,2006,Decreasing,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5528,Chondrostoma knerii,Vulnerable,2006,Stable,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5529,Chondrostoma phoxinus,Endangered,2006,Unknown,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5530,Chondrostoma prespense,Vulnerable,2006,Increasing,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5531,Chondrostoma soetta,Endangered,2006,Decreasing,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5532,Parachondrostoma toxostoma,Vulnerable,2006,Decreasing,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5533,Christianoconcha quintalia,Vulnerable,1996,Unknown,Terrestrial,Australasian,Global,Mollusks,Snails & slugs,,,,
5534,Floridobia helicogyra,Vulnerable,2000,Unknown,Freshwater,Nearctic,Global,Mollusks,Snails & slugs,,,,
5535,Floridobia monroensis,Vulnerable,1996,Unknown,Freshwater,Nearctic,Global,Mollusks,Snails & slugs,,,,
5536,Floridobia parva,Vulnerable,1996,Unknown,Freshwater,Nearctic,Global,Mollusks,Snails & slugs,,,,
5537,Floridobia ponderosa,Vulnerable,1996,Unknown,Freshwater,Nearctic,Global,Mollusks,Snails & slugs,,,,
5538,Floridobia vanhyningi,Vulnerable,1996,Unknown,Freshwater,Nearctic,Global,Mollusks,Snails & slugs,,,,
5539,Clarias maclareni,Critically Endangered,2009,Unknown,Freshwater,Afrotropical,"Global, Central Africa & Pan-Africa",Vertebrates,Ray-finned fishes,,,,
5540,Clavator moreleti,Vulnerable,1996,Unknown,Terrestrial,Afrotropical,Global,Mollusks,Snails & slugs,,,,
5541,Clupeonella abrau,Critically Endangered,2008,Decreasing,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,Abrau sprat,,
5542,Coahuilix hubbsi,Critically Endangered,1996,Unknown,Freshwater,Neotropical,Global,Mollusks,Snails & slugs,,,,
5543,Cobitis calderoni,Endangered,2006,Decreasing,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5544,Cobitis paludica,Vulnerable,2006,Decreasing,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5545,Cobitis stephanidisi,Critically Endangered,2006,Unknown,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5546,Cobitis hellenica,Endangered,2006,Unknown,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5547,Cobitis meridionalis,Vulnerable,2006,Stable,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5548,Sabanejewia romanica,Near Threatened,2008,Decreasing,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5549,Cobitis trichonica,Endangered,2006,Unknown,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5550,Pyrgulopsis texana,Vulnerable,1996,Unknown,Freshwater,Nearctic,Global,Mollusks,Snails & slugs,,,,
5551,Cochliopina milleri,Vulnerable,1996,Unknown,Freshwater,Neotropical,Global,Mollusks,Snails & slugs,,,,
5552,Cocoharpinia iliffei,Critically Endangered,1996,Unknown,Freshwater,Neotropical,Global,Invertebrates,Crustaceans,,,,
5553,Codringtonia codringtonii,Endangered,2010,Decreasing,Terrestrial,Palearctic,"Global, Europe & Mediterranean",Mollusks,Snails & slugs,,,,
5554,Coelops robinsoni,Vulnerable,2008,Decreasing,Terrestrial,Indomalayan,Global,Vertebrates,Mammals,,,,
5555,Coregonus hoyi,Vulnerable,1996,Unknown,Freshwater,Nearctic,Global,Vertebrates,Ray-finned fishes,USA ,Bloater ,,
5556,Coregonus reighardi,Critically Endangered,1996,Unknown,Freshwater,Nearctic,Global,Vertebrates,Ray-finned fishes,USA ,Shortnose cisco ,,
5557,Coregonus zenithicus,Vulnerable,1996,Unknown,Freshwater,Nearctic,Global,Vertebrates,Ray-finned fishes,USA ,Shortjaw cisco ,,
5558,Coregonus trybomi,Critically Endangered,2008,Decreasing,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5559,Philoria kundagungan,Endangered,2004,Decreasing,Terrestial & Freshwater ,Australasian,Global,Vertebrates,Amphibians,,,,
5560,Philoria loveridgei,Endangered,2004,Decreasing,Terrestial & Freshwater ,Australasian,Global,Vertebrates,Amphibians,,,,
5561,Philoria sphagnicolus,Endangered,2004,Decreasing,Terrestial & Freshwater ,Australasian,Global,Vertebrates,Amphibians,,,,
5562,Ghatophryne ornata,Endangered,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5563,Ghatophryne rubigina,Vulnerable,2004,Stable,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5564,Bombina microdeladigitora,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Indomalayan|Palearctic,Global,Vertebrates,Amphibians,,,,
5565,Cottus petiti,Vulnerable,2006,Stable,Freshwater,Palearctic,Global & Europe,Vertebrates,Ray-finned fishes,,,,
5566,Rhaebo blombergi,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5567,Rhaebo caeruleostictus,Endangered,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5568,Atelopus spumarius,Vulnerable,2008,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5569,Rhinella amabilis,Critically Endangered,2006,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5570,Peltophryne cataulaciceps,Endangered,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5571,Cralopa colliveri,Vulnerable,1996,Unknown,Terrestrial,Australasian,Global,Mollusks,Snails & slugs,,,,
5572,Xanthophryne koynayensis,Endangered,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5573,Peltophryne longinasus,Endangered,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5574,Peltophryne empusa,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5575,Peltophryne gundlachi,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5576,Crangonyx dearolfi,Endangered,1996,Unknown,Freshwater,Nearctic,Global,Invertebrates,Crustaceans,,,,
5577,Peltophryne taladai,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5578,Crangonyx grandimanus,Vulnerable,1996,Unknown,Freshwater,Nearctic,Global,Invertebrates,Crustaceans,,,,
5579,Crangonyx hobbsi,Vulnerable,1996,Unknown,Freshwater,Nearctic,Global,Invertebrates,Crustaceans,,,,
5580,Duttaphrynus parietalis,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Indomalayan,Global,Vertebrates,Amphibians,,,,
5581,Dendrophryniscus carvalhoi,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5582,Melanophryniscus devincenzii,Endangered,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5583,Melanophryniscus dorsalis,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5584,Melanophryniscus macrogranulosus,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5585,Melanophryniscus montevidensis,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5586,Melanophryniscus orejasmirandai,Vulnerable,2004,Stable,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5587,Melanophryniscus sanmartini,Near Threatened,2004,Stable,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5588,Craspedopoma lyonnetianum,Vulnerable,2010,Unknown,Terrestrial,Palearctic,Global & Europe,Mollusks,Snails & slugs,,,,
5589,Craterocephalus gloveri,Vulnerable,1996,Unknown,Freshwater,Australasian,Global,Vertebrates,Ray-finned fishes,,,,
5590,Hyloxalus infraguttatus,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5591,Hyloxalus cevallosi,Endangered,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5592,Allobates kingsburyi,Endangered,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5593,Hyloxalus toachi,Endangered,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5594,Allobates olfersioides,Vulnerable,2008,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5595,Hyloxalus shuar,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5596,Hyloxalus vertebralis,Critically Endangered,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5597,Gastrotheca cornuta,Endangered,2008,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5598,Gastrotheca lauzuricae,Critically Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5599,Gastrotheca riobambae,Endangered,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5600,Boana cymbalum,Critically Endangered,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5601,Cristilabrum grossum,Endangered,1996,Unknown,Terrestrial,Australasian,Global,Mollusks,Snails & slugs,,,,
5602,Cristilabrum isolatum,Vulnerable,1996,Unknown,Terrestrial,Australasian,Global,Mollusks,Snails & slugs,,,,
5603,Aplastodiscus cavicola,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5604,Boana cipoensis,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5605,Cristilabrum bubulum,Endangered,1996,Unknown,Terrestrial,Australasian,Global,Mollusks,Snails & slugs,,,,
5606,Cristilabrum buryillum,Endangered,1996,Unknown,Terrestrial,Australasian,Global,Mollusks,Snails & slugs,,,,
5607,Cristilabrum monodon,Vulnerable,1996,Unknown,Terrestrial,Australasian,Global,Mollusks,Snails & slugs,,,,
5608,Cristilabrum primum,Vulnerable,1996,Unknown,Terrestrial,Australasian,Global,Mollusks,Snails & slugs,,,,
5609,Cristilabrum rectum,Vulnerable,1996,Unknown,Terrestrial,Australasian,Global,Mollusks,Snails & slugs,,,,
5610,Cristilabrum simplex,Vulnerable,1996,Unknown,Terrestrial,Australasian,Global,Mollusks,Snails & slugs,,,,
5611,Cristilabrum solitudum,Endangered,1996,Unknown,Terrestrial,Australasian,Global,Mollusks,Snails & slugs,,,,
5612,Aplastodiscus weygoldti,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5613,Crocidura nimbae,Near Threatened,2008,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
5614,Litoria daviesae,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Australasian,Global,Vertebrates,Amphibians,,,,
5615,Crocidura stenocephala,Endangered,2008,Decreasing,Terrestrial,Afrotropical,Global,Vertebrates,Mammals,,,,
5616,Phrynomedusa appendiculata,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5617,Ololygon alcatraz,Critically Endangered,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5618,Ololygon trapicheiroi,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5619,Xenohyla truncata,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5620,Adelophryne baturitensis,Vulnerable,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5621,Adelophryne maranguapensis,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5622,Cycloramphus semipalmatus,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5623,Eleutherodactylus acmonis,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5624,Eleutherodactylus adelus,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5625,Ceratophrys ornata,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5626,Crossodactylodes bokermanni,Near Threatened,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5627,Crossodactylodes izecksohni,Near Threatened,2004,Stable,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5628,Crossodactylus schmidti,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5629,Cycloramphus brasiliensis,Near Threatened,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5630,Eleutherodactylus albipes,Critically Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5631,Eleutherodactylus blairhedgesi,Critically Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5632,Eleutherodactylus bartonsmithi,Critically Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5633,Eleutherodactylus bresslerae,Critically Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5634,Eleutherodactylus dimidiatus,Near Threatened,2008,Stable,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5635,Pristimantis dissimulatus,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5636,Eleutherodactylus emiliae,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5637,Ischnocnema epipeda,Near Threatened,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5638,Eleutherodactylus etheridgei,Endangered,2008,Stable,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5639,Strabomantis cornutus,Vulnerable,2004,Unknown,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5640,Pristimantis crenunguis,Endangered,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5641,Pristimantis cryophilius,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5642,Eleutherodactylus cubanus,Critically Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5643,Pristimantis duellmani,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5644,Eleutherodactylus eileenae,Near Threatened,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5645,Eleutherodactylus iberia,Critically Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5646,Eleutherodactylus intermedius,Endangered,2008,Unknown,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5647,Eleutherodactylus ionthus,Endangered,2008,Stable,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5648,Eleutherodactylus jaumei,Critically Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5649,Eleutherodactylus glamyrus,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5650,Eleutherodactylus klinikowskii,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5651,Eleutherodactylus greyi,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5652,Eleutherodactylus guanahacabibes,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5653,Eleutherodactylus guantanamera,Vulnerable,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5654,Eleutherodactylus gundlachi,Endangered,2008,Stable,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5655,Strabomantis helonotus,Critically Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5656,Pristimantis modipeplus,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5657,Eleutherodactylus leberi,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5658,Pristimantis muricatus,Vulnerable,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5659,Eleutherodactylus limbatus,Vulnerable,2008,Stable,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5660,Pristimantis nigrogriseus,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5661,Pristimantis nyctophylax,Vulnerable,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5662,Pristimantis luteolateralis,Near Threatened,2004,Stable,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5663,Ischnocnema manezinho,Near Threatened,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5664,Eleutherodactylus mariposa,Critically Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5665,Eleutherodactylus melacara,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5666,Pristimantis ocreatus,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5667,Ischnocnema oea,Near Threatened,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5668,Pristimantis pteridophilus,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5669,Eleutherodactylus orientalis,Critically Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5670,Pristimantis pycnodermis,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5671,Pristimantis pyrrhomerus,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5672,Pristimantis pastazensis,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5673,Eleutherodactylus pezopetrus,Critically Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5674,Eleutherodactylus pinarensis,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5675,Pristimantis simonbolivari,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5676,Pristimantis surdus,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5677,Eleutherodactylus ricordii,Vulnerable,2008,Stable,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5678,Eleutherodactylus symingtoni,Critically Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5679,Eleutherodactylus rivularis,Critically Endangered,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5680,Eleutherodactylus ronaldi,Vulnerable,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5681,Pristimantis tenebrionis,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5682,Pristimantis rubicundus,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5683,Eleutherodactylus simulans,Endangered,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5684,Pristimantis sobetes,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5685,Eleutherodactylus tetajulia,Critically Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5686,Eleutherodactylus thomasi,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5687,Pristimantis thymalopsoides,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5688,Eupsophus contulmoensis,Endangered,2008,Unknown,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5689,Eupsophus nahuelbutensis,Endangered,2008,Stable,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5690,Eleutherodactylus toa,Endangered,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5691,Pristimantis truebae,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5692,Eleutherodactylus turquinensis,Critically Endangered,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5693,Eleutherodactylus varians,Vulnerable,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5694,Pristimantis vertebralis,Vulnerable,2004,Decreasing,Terrestial & Freshwater ,Neotropical,Global,Vertebrates,Amphibians,,,,
5695,Pristimantis vidua,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5696,Eleutherodactylus zeus,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
5697,Eleutherodactylus zugi,Endangered,2004,Decreasing,Terrestrial,Neotropical,Global,Vertebrates,Amphibians,,,,
