,scientific_name,red_list_category,year_published,assessment_date,population_trend,systems,region,habitat,phylum_name,class_name
218,Chrysoblephus anglicus,Near Threatened,2014,2009-10-12 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,ACTINOPTERYGII
219,Acanthopagrus sivicolus,Vulnerable,2014,2009-12-04 00:00:00 UTC,Decreasing,Freshwater (=Inland waters)|Marine,,Global,CHORDATA,ACTINOPTERYGII
220,Lithognathus aureti,Near Threatened,2014,2009-12-02 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,ACTINOPTERYGII
221,Cymatoceps nasutus,Vulnerable,2014,2009-11-15 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,ACTINOPTERYGII
222,Polysteganus undulosus,Critically Endangered,2014,2009-12-01 00:00:00 UTC,Increasing,Marine,,Global,CHORDATA,ACTINOPTERYGII
223,Pachymetopon grande,Near Threatened,2014,2009-12-03 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,ACTINOPTERYGII
224,Rhabdosargus globiceps,Vulnerable,2014,2009-11-15 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,ACTINOPTERYGII
225,Sparodon durbanensis,Near Threatened,2014,2009-12-03 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,ACTINOPTERYGII
226,Argyrozona argyrozona,Near Threatened,2014,2009-12-02 00:00:00 UTC,Increasing,Marine,,Global,CHORDATA,ACTINOPTERYGII
227,Pagellus bogaraveo,Near Threatened,2014,2009-08-17 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,ACTINOPTERYGII
228,Pagellus bogaraveo,Near Threatened,2014,2009-08-17 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,ACTINOPTERYGII
229,Pagellus bogaraveo,Near Threatened,2014,2013-05-16 00:00:00 UTC,Decreasing,Marine,Palearctic,Europe,CHORDATA,ACTINOPTERYGII
230,Pagellus bogaraveo,Near Threatened,2014,2013-05-16 00:00:00 UTC,Decreasing,Marine,Palearctic,Europe,CHORDATA,ACTINOPTERYGII
231,Dentex dentex,Vulnerable,2014,2009-08-17 00:00:00 UTC,Unknown,Marine,,Global,CHORDATA,ACTINOPTERYGII
232,Dentex dentex,Vulnerable,2014,2009-08-17 00:00:00 UTC,Unknown,Marine,,Global,CHORDATA,ACTINOPTERYGII
233,Dentex dentex,Vulnerable,2014,2009-08-17 00:00:00 UTC,Unknown,Marine,,Global,CHORDATA,ACTINOPTERYGII
234,Dentex dentex,Vulnerable,2011,2007-12-11 00:00:00 UTC,Decreasing,Marine,,Mediterranean,CHORDATA,ACTINOPTERYGII
235,Dentex dentex,Vulnerable,2011,2007-12-11 00:00:00 UTC,Decreasing,Marine,,Mediterranean,CHORDATA,ACTINOPTERYGII
236,Dentex dentex,Vulnerable,2011,2007-12-11 00:00:00 UTC,Decreasing,Marine,,Mediterranean,CHORDATA,ACTINOPTERYGII
237,Dentex dentex,Vulnerable,2014,2013-03-20 00:00:00 UTC,Decreasing,Marine,Palearctic,Europe,CHORDATA,ACTINOPTERYGII
238,Dentex dentex,Vulnerable,2014,2013-03-20 00:00:00 UTC,Decreasing,Marine,Palearctic,Europe,CHORDATA,ACTINOPTERYGII
239,Dentex dentex,Vulnerable,2014,2013-03-20 00:00:00 UTC,Decreasing,Marine,Palearctic,Europe,CHORDATA,ACTINOPTERYGII
240,Petrus rupestris,Endangered,2014,2009-12-03 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,ACTINOPTERYGII
241,Chrysoblephus gibbiceps,Endangered,2014,2009-12-02 00:00:00 UTC,Decreasing,Marine,,Global,CHORDATA,ACTINOPTERYGII
242,Phocarctos hookeri,Endangered,2015,2014-11-18 00:00:00 UTC,Decreasing,Terrestrial|Marine,Antarctic|Australasian,Global,CHORDATA,MAMMALIA
243,Cyclemys atripons,Endangered,2021,2018-03-12 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global,CHORDATA,REPTILIA
244,Cyclemys enigmatica,Near Threatened,2021,2018-03-12 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global,CHORDATA,REPTILIA
245,Cyclemys gemeli,Near Threatened,2021,2018-03-13 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global,CHORDATA,REPTILIA
246,Cyclemys pulchristriata,Endangered,2021,2018-03-12 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global,CHORDATA,REPTILIA
247,Chitra vandijki,Critically Endangered,2021,2018-03-14 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Indomalayan,Global,CHORDATA,REPTILIA
248,Pelochelys signifera,Vulnerable,2018,2018-03-29 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters)|Marine,Australasian,Global,CHORDATA,REPTILIA
249,Albinaria confusa,Near Threatened,2017,2016-06-21 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
250,Gyralina ermonae,Vulnerable,2017,2016-09-22 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
251,Cryptella alegranzae,Critically Endangered,2017,2016-11-21 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
252,Zonites graecus,Endangered,2017,2016-02-27 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
253,Charpentieria spezialensis,Critically Endangered,2017,2016-05-15 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
254,Ferussacia valida,Near Threatened,2017,2016-11-19 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
255,Macedonica martae,Critically Endangered,2017,2015-12-15 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
256,Montenegrina apfelbecki,Near Threatened,2017,2016-06-19 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
257,Virpazaria backhuysi,Near Threatened,2017,2016-05-15 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
258,Zonites labiosus,Endangered,2017,2016-06-02 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
259,Albinaria vrondamasa,Vulnerable,2017,2016-06-25 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
260,Amphorella hypselia,Vulnerable,2017,2016-12-02 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
261,Retinella osoriensis,Endangered,2017,2016-11-20 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
262,Balcanodiscus beroni,Near Threatened,2017,2016-09-19 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
263,Limax aeolianus,Near Threatened,2017,2016-04-12 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
264,Carpathica elisabethae,Vulnerable,2017,2016-06-16 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
265,Lehmannia requienii,Near Threatened,2017,2017-03-16 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
266,Oxychilus fuscosus,Endangered,2017,2016-05-11 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
267,Mediterranea planospiroides,Near Threatened,2017,2016-07-03 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
268,Alopia subcosticollis,Near Threatened,2017,2016-06-09 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
269,Limax lachensis,Near Threatened,2017,2017-01-31 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
270,Delima pfeifferi,Near Threatened,2017,2016-06-19 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
271,Zonites oertzeni,Endangered,2017,2016-06-02 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
272,Carinigera praecipua,Near Threatened,2017,2016-06-27 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
273,Oxychilus miceui,Near Threatened,2017,2016-11-28 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
274,Albinaria zilchi,Vulnerable,2017,2016-06-25 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
275,Medora armata,Near Threatened,2017,2016-06-19 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
276,Tandonia piriniana,Near Threatened,2017,2016-05-22 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
277,Carinigera tantilla,Vulnerable,2017,2016-06-28 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
278,Lehmannia medioflagellata,Vulnerable,2017,2016-06-13 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
279,Albinaria solicola,Vulnerable,2017,2016-06-25 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
280,Medora stenostoma,Near Threatened,2017,2016-06-19 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
281,Carinigera octava,Vulnerable,2017,2016-01-08 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
282,Carinigera pharsalica,Endangered,2017,2016-06-26 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
283,Montenegrina stankovici,Vulnerable,2017,2016-06-19 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
284,Carinigera superba,Vulnerable,2017,2016-06-28 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
285,Vermetum festinans,Critically Endangered,2017,2016-11-22 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
286,Cibinia nana,Vulnerable,2017,2016-06-16 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
287,Bulgarica pindica,Near Threatened,2017,2015-11-26 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
288,Medora hiltrudae,Near Threatened,2017,2016-06-19 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
289,Charpentieria septemplicata,Near Threatened,2017,2016-06-01 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
290,Charpentieria grohmanniana,Endangered,2017,2016-06-03 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
291,Albinaria litoraria,Vulnerable,2017,2016-08-05 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
292,Carinigera liebegottae,Vulnerable,2017,2016-06-26 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
293,Doraegopis carinatus,Vulnerable,2017,2016-09-21 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
294,Geomalacus oliveirae,Near Threatened,2018,2017-10-12 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
295,Oxychilus canini,Near Threatened,2017,2016-06-18 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
296,Janulus pompylius,Critically Endangered,2017,2016-11-19 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
297,Idyla liebegottae,Vulnerable,2017,2016-06-28 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
298,Bulgarica urbanskii,Near Threatened,2017,2016-04-06 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
299,Sciocochlea collasi,Near Threatened,2017,2016-09-14 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
300,Carinigera pellucida,Endangered,2017,2016-04-08 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
301,Sphincterochila insularis,Endangered,2017,2016-03-02 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
302,Oxychilus lathyri,Near Threatened,2017,2017-03-15 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
303,Schistophallus oscari,Near Threatened,2017,2016-06-17 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
304,Bulgarica moellendorffi,Vulnerable,2017,2015-11-26 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
305,Gyralina pageti,Vulnerable,2017,2016-09-26 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
306,Limax dobrogicus,Vulnerable,2017,2016-06-14 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
307,Balea nitida,Near Threatened,2017,2016-11-21 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
308,Doraegopis euboeicus,Near Threatened,2017,2016-09-21 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
309,Bulgarica pavlovici,Near Threatened,2017,2016-02-03 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
310,Carinigera lophauchena,Endangered,2017,2016-04-07 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
311,Lindbergia gittenbergeri,Critically Endangered,2017,2016-11-30 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
312,Doraegopis boeoticus,Endangered,2017,2016-09-20 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
313,Balcanodiscus magnus,Near Threatened,2017,2016-09-20 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
314,Allaegopis subariedeli,Vulnerable,2017,2016-09-13 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
315,Tandonia pageti,Vulnerable,2017,2016-06-20 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Europe,MOLLUSCA,GASTROPODA
316,Delima edmibrani,Near Threatened,2017,2016-06-19 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
317,Atlantica gomerensis,Critically Endangered,2017,2016-11-16 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
318,Albinaria sublamellosa,Vulnerable,2017,2016-06-25 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
319,Macedonica slavica,Vulnerable,2017,2016-04-28 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
320,Delima pellucida,Near Threatened,2017,2016-06-19 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
321,Arion iratii,Vulnerable,2017,2016-06-22 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
322,Aegopis spelaeus,Near Threatened,2017,2016-11-14 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
323,Vitrea zilchi,Endangered,2017,2016-11-30 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
324,Charpentieria tiberii,Near Threatened,2017,2016-05-16 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
325,Gyralina tarabosensis,Vulnerable,2017,2016-09-26 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
326,Alopia meschendorferi,Vulnerable,2017,2016-11-08 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
327,Graecophaedusa sperrlei,Vulnerable,2017,2016-01-20 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
328,Zonites messenicus,Endangered,2017,2016-02-27 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
329,Vitrea schneideri,Near Threatened,2017,2016-11-29 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
330,Delima helenae,Near Threatened,2017,2016-06-19 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
331,Albinaria haessleini,Vulnerable,2017,2016-08-01 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
332,Amphorella tuberculata,Endangered,2017,2016-11-27 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
333,Delima hiltrudis,Near Threatened,2017,2016-06-19 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
334,Macedonica zilchi,Vulnerable,2017,2015-12-15 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
335,Macedonica guicciardii,Vulnerable,2017,2016-03-03 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
336,Arion baeticus,Near Threatened,2018,2017-10-20 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
337,Carinigera calabacensis,Vulnerable,2017,2016-06-26 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
338,Macedonica brabeneci,Vulnerable,2017,2015-12-04 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
339,Mediterranea pieperi,Vulnerable,2017,2016-08-30 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
340,Gyralina gjirokastrana,Near Threatened,2017,2016-09-26 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
341,Protoherilla mirabilis,Vulnerable,2017,2016-10-04 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
342,Klemmia sinistrorsa,Near Threatened,2017,2016-09-14 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
343,Oxychilus denatale,Near Threatened,2017,2016-05-02 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
344,Ferussacia submajor,Near Threatened,2017,2016-11-19 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
345,Zonites kobelti,Endangered,2017,2016-06-02 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
346,Sciocochlea nordsiecki,Near Threatened,2017,2016-09-15 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
347,Oxychilus obscuratus,Near Threatened,2017,2017-03-15 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
348,Carinigera leucorhaphe,Vulnerable,2017,2016-06-26 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
349,Oxychilus lagrecai,Near Threatened,2017,2016-07-03 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
350,Klemmia magnicosta,Near Threatened,2017,2016-09-14 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
351,Janulus stephanophorus,Vulnerable,2017,2016-12-02 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
352,Albinaria thiesseae,Vulnerable,2017,2016-06-25 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
353,Agathylla strigillata,Near Threatened,2017,2016-11-18 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
354,Gyralina tsatsae,Vulnerable,2017,2016-09-22 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
355,Hypnophila girottii,Vulnerable,2017,2016-06-19 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
356,Doraegopis subaii,Vulnerable,2017,2016-09-21 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
357,Isabellaria parnassia,Near Threatened,2017,2016-11-23 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
358,Euxinella radikae,Near Threatened,2017,2015-12-10 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
359,Macedonica hartmuti,Near Threatened,2017,2015-12-15 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
360,Vitrea spelaea,Endangered,2017,2016-11-29 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
361,Oxychilus nortoni,Near Threatened,2017,2016-05-02 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
362,Hypnophila emiliana,Vulnerable,2017,2016-06-16 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
363,Charpentieria eminens,Endangered,2017,2016-05-16 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
364,Cecilioides clessini,Near Threatened,2017,2016-11-01 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
365,Agathylla viperina,Near Threatened,2017,2016-11-18 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
366,Hypnophila malagana,Near Threatened,2017,2016-05-14 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Europe,MOLLUSCA,GASTROPODA
367,Zonites euboeicus,Endangered,2017,2016-06-02 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
368,Charpentieria leucophryna,Endangered,2017,2016-05-15 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
369,Zonites algirus,Vulnerable,2017,2017-10-11 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
370,Limax vizzavonensis,Near Threatened,2017,2017-03-15 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
371,Cryptella famarae,Vulnerable,2017,2016-11-21 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
372,Gyralina hausdorfi,Vulnerable,2017,2016-10-02 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
373,Hypnophila bisacchii,Near Threatened,2017,2016-05-03 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
374,Atlantica kompsa,Near Threatened,2017,2016-11-16 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
375,Gyralina nopcsai,Near Threatened,2017,2016-09-27 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
376,Lindbergia spiliaenymphis,Vulnerable,2017,2016-11-30 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
377,Macedonica pinteri,Vulnerable,2017,2016-11-09 00:00:00 UTC,Decreasing,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
378,Schistophallus carotii,Near Threatened,2017,2016-05-11 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
379,Albinaria evelynae,Vulnerable,2017,2016-06-23 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
380,Vitrea olympica,Near Threatened,2017,2017-03-24 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
381,Vitrea meijeri,Near Threatened,2017,2016-05-18 00:00:00 UTC,Unknown,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
382,Balcanodiscus cerberus,Near Threatened,2017,2016-09-19 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
383,Gyralina mljetica,Vulnerable,2017,2016-09-22 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
384,Balcanodiscus difficilis,Near Threatened,2017,2016-09-20 00:00:00 UTC,Stable,Terrestrial,Palearctic,Global & Europe,MOLLUSCA,GASTROPODA
