,scientific_name,red_list_category,year_published,assessment_date,population_trend,systems,region,habitat,phylum_name,class_name
11504,Goniastrea stelligera,Near Threatened,2014,2008-01-03 00:00:00 UTC,Decreasing,Marine,,Global,CNIDARIA,ANTHOZOA
11505,Dipsastraea helianthoides,Near Threatened,2014,2008-01-03 00:00:00 UTC,Decreasing,Marine,,Global,CNIDARIA,ANTHOZOA
11506,Goniopora minor,Near Threatened,2014,2008-01-03 00:00:00 UTC,Unknown,Marine,,Global,CNIDARIA,ANTHOZOA
11507,Dipsastraea matthaii,Near Threatened,2014,2008-01-03 00:00:00 UTC,Decreasing,Marine,,Global,CNIDARIA,ANTHOZOA
11508,Cyphastrea agassizi,Vulnerable,2014,2008-01-03 00:00:00 UTC,Decreasing,Marine,,Global,CNIDARIA,ANTHOZOA
11509,Turbinaria mesenterina,Vulnerable,2014,2008-01-03 00:00:00 UTC,Unknown,Marine,,Global,CNIDARIA,ANTHOZOA
11510,Montipora venosa,Near Threatened,2014,2008-01-03 00:00:00 UTC,Decreasing,Marine,,Global,CNIDARIA,ANTHOZOA
11511,Dipsastraea maritima,Near Threatened,2014,2008-01-03 00:00:00 UTC,Decreasing,Marine,,Global,CNIDARIA,ANTHOZOA
11512,Acropora formosa,Near Threatened,2014,2008-01-03 00:00:00 UTC,Decreasing,Marine,,Global,CNIDARIA,ANTHOZOA
11513,Isopora cuneata,Vulnerable,2014,2008-01-03 00:00:00 UTC,Decreasing,Marine,,Global,CNIDARIA,ANTHOZOA
11514,Galaxea fascicularis,Near Threatened,2014,2008-01-03 00:00:00 UTC,Unknown,Marine,,Global,CNIDARIA,ANTHOZOA
11515,Acropora millepora,Near Threatened,2014,2008-01-03 00:00:00 UTC,Decreasing,Marine,,Global,CNIDARIA,ANTHOZOA
11516,Psammocora vaughani,Near Threatened,2014,2008-01-03 00:00:00 UTC,Unknown,Marine,,Global,CNIDARIA,ANTHOZOA
11517,Stylophora pistillata,Near Threatened,2014,2008-01-03 00:00:00 UTC,Unknown,Marine,,Global,CNIDARIA,ANTHOZOA
11518,Turbinaria reniformis,Vulnerable,2014,2008-01-03 00:00:00 UTC,Unknown,Marine,,Global,CNIDARIA,ANTHOZOA
11519,Atelopus certus,Critically Endangered,2019,2018-05-23 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11520,Atelopus limosus,Critically Endangered,2019,2018-05-23 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11521,Atelopus zeteki,Critically Endangered,2019,2018-05-23 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11522,Incilius fastidiosus,Critically Endangered,2020,2019-09-10 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11523,Incilius peripatetes,Critically Endangered,2020,2019-08-13 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11524,Incilius epioticus,Vulnerable,2020,2019-08-14 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11525,Rhinella acrolopha,Endangered,2020,2019-08-14 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11526,Hyloxalus chocoensis,Endangered,2019,2019-02-12 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11527,Colostethus latinasus,Critically Endangered,2020,2019-08-13 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11528,Oophaga arborea,Critically Endangered,2020,2019-08-14 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11529,Oophaga vicentei,Endangered,2019,2018-06-05 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11530,Duellmanohyla uranochroa,Vulnerable,2020,2019-09-11 00:00:00 UTC,Increasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11531,Hemiphractus fasciatus,Vulnerable,2022,2021-04-07 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11532,Isthmohyla angustilineata,Critically Endangered,2020,2019-09-11 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11533,Isthmohyla calypsa,Critically Endangered,2020,2019-09-11 00:00:00 UTC,Unknown,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11534,Isthmohyla debilis,Critically Endangered,2020,2019-09-12 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11535,Isthmohyla infucata,Endangered,2020,2019-08-13 00:00:00 UTC,Unknown,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11536,Isthmohyla tica,Critically Endangered,2020,2019-09-10 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11537,Craugastor azueroensis,Endangered,2020,2019-08-15 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11538,Craugastor catalinae,Critically Endangered,2020,2019-09-11 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11539,Craugastor emcelae,Critically Endangered,2020,2019-08-13 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11540,Craugastor monnichorum,Endangered,2020,2019-08-14 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11541,Pristimantis museosus,Vulnerable,2020,2019-08-14 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11542,Craugastor ranoides,Critically Endangered,2020,2019-11-13 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11543,Craugastor rhyacobatrachus,Critically Endangered,2020,2019-09-12 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11544,Pipa myersi,Endangered,2019,2018-05-30 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11545,Lithobates vibicarius,Endangered,2020,2019-09-10 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11546,Bolitoglossa anthracina,Endangered,2020,2019-08-14 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11547,Bolitoglossa cuna,Endangered,2020,2019-08-14 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11548,Bolitoglossa marmorea,Endangered,2020,2019-09-11 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11549,Bolitoglossa minutula,Endangered,2020,2019-09-11 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11550,Bolitoglossa robusta,Vulnerable,2020,2019-08-14 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11551,Bolitoglossa taylori,Endangered,2020,2019-08-14 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11552,Oedipina alfaroi,Vulnerable,2020,2019-09-10 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11553,Oedipina cyclocauda,Near Threatened,2020,2019-11-20 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11554,Oedipina gracilis,Endangered,2020,2019-09-11 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11555,Oedipina grandis,Endangered,2020,2019-09-10 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11556,Oedipina maritima,Critically Endangered,2020,2019-08-12 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11557,Craugastor tabasarae,Critically Endangered,2020,2019-08-14 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11558,Pristimantis pirrensis,Near Threatened,2020,2019-08-14 00:00:00 UTC,Stable,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11559,Bolitoglossa copia,Critically Endangered,2020,2019-08-14 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11560,Bolitoglossa magnifica,Endangered,2020,2019-08-15 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11561,Ecnomiohyla rabborum,Critically Endangered,2019,2018-06-05 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11562,Cryptotriton monzoni,Critically Endangered,2020,2019-08-21 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11563,Rhinella chrysophora,Critically Endangered,2020,2019-03-13 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11564,Incilius holdridgei,Critically Endangered,2020,2019-09-10 00:00:00 UTC,Unknown,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11565,Incilius leucomyos,Near Threatened,2019,2019-03-14 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11566,Duellmanohyla salvavida,Endangered,2019,2019-03-13 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11567,Dryophytes bocourti,Critically Endangered,2020,2019-08-21 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11568,Exerodonta catracha,Near Threatened,2019,2019-03-14 00:00:00 UTC,Stable,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11569,Ptychohyla dendrophasma,Critically Endangered,2020,2019-08-20 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11570,Isthmohyla insolita,Endangered,2019,2019-03-13 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11571,Ecnomiohyla minera,Vulnerable,2020,2019-08-20 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11572,Exerodonta perkinsi,Endangered,2020,2019-08-19 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11573,Isthmohyla pictipes,Critically Endangered,2020,2019-09-10 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11574,Plectrohyla chrysopleura,Critically Endangered,2019,2019-03-13 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11575,Plectrohyla exquisita,Critically Endangered,2019,2019-03-13 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11576,Plectrohyla glandulosa,Critically Endangered,2020,2019-08-21 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11577,Plectrohyla pokomchi,Endangered,2020,2019-07-02 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11578,Plectrohyla psiloderma,Endangered,2020,2019-06-28 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11579,Plectrohyla quecchi,Endangered,2020,2019-08-22 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11580,Plectrohyla tecunumani,Critically Endangered,2020,2019-08-22 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11581,Plectrohyla teuchestes,Critically Endangered,2020,2019-07-12 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11582,Ptychohyla macrotympanum,Vulnerable,2020,2019-08-22 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11583,Atlantihyla panchoi,Critically Endangered,2020,2019-08-19 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11584,Ptychohyla salvadorensis,Near Threatened,2020,2019-08-21 00:00:00 UTC,Stable,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11585,Quilticohyla sanctaecrucis,Endangered,2020,2019-08-22 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11586,Craugastor adamastus,Critically Endangered,2020,2019-08-21 00:00:00 UTC,Unknown,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11587,Craugastor andi,Critically Endangered,2020,2019-09-10 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11588,Craugastor angelicus,Critically Endangered,2020,2019-09-11 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11589,Craugastor aphanus,Endangered,2020,2019-08-22 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11590,Craugastor bocourti,Endangered,2020,2019-08-20 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11591,Craugastor cruzi,Critically Endangered,2019,2019-03-13 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11592,Craugastor daryi,Endangered,2020,2019-08-19 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11593,Craugastor emleni,Endangered,2019,2019-03-13 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11594,Craugastor epochthidius,Critically Endangered,2019,2019-03-13 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11595,Craugastor escoces,Critically Endangered,2020,2019-08-28 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11596,Craugastor fleischmanni,Critically Endangered,2020,2019-09-11 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11597,Craugastor inachus,Critically Endangered,2020,2019-08-19 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11598,Craugastor laevissimus,Endangered,2020,2019-12-09 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11599,Craugastor merendonensis,Critically Endangered,2019,2019-03-13 00:00:00 UTC,Unknown,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11600,Craugastor milesi,Critically Endangered,2020,2019-03-13 00:00:00 UTC,Unknown,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11601,Craugastor olanchano,Critically Endangered,2019,2019-03-13 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11602,Craugastor pechorum,Endangered,2019,2019-02-28 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11603,Craugastor phasma,Critically Endangered,2020,2019-09-10 00:00:00 UTC,Unknown,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11604,Craugastor psephosypharus,Near Threatened,2020,2019-10-23 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11605,Craugastor rayo,Endangered,2020,2019-09-09 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11606,Craugastor rivulus,Vulnerable,2020,2019-08-20 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11607,Craugastor rostralis,Vulnerable,2020,2019-08-21 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11608,Craugastor sabrinus,Near Threatened,2016,2016-02-08 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11609,Craugastor saltuarius,Critically Endangered,2019,2019-03-13 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11610,Craugastor sandersoni,Endangered,2020,2019-08-19 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11611,Craugastor stadelmani,Critically Endangered,2019,2019-03-13 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11612,Diasporus tigrillo,Near Threatened,2020,2019-09-12 00:00:00 UTC,Stable,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11613,Craugastor trachydermus,Critically Endangered,2020,2019-08-21 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11614,Leptodactylus silvanimbus,Critically Endangered,2020,2019-11-11 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11615,Lithobates macroglossa,Vulnerable,2020,2019-08-21 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11616,Lithobates miadis,Critically Endangered,2020,2019-11-13 00:00:00 UTC,Stable,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11617,Bolitoglossa alvaradoi,Vulnerable,2020,2019-09-10 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11618,Bolitoglossa carri,Critically Endangered,2019,2019-03-13 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11619,Bolitoglossa celaque,Critically Endangered,2020,2019-03-13 00:00:00 UTC,Stable,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11620,Bolitoglossa conanti,Vulnerable,2020,2019-03-14 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11621,Bolitoglossa cuchumatana,Endangered,2020,2019-08-21 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11622,Bolitoglossa decora,Critically Endangered,2019,2019-03-12 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11623,Bolitoglossa diaphora,Endangered,2019,2019-03-13 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11624,Bolitoglossa dofleini,Near Threatened,2020,2019-03-14 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11625,Bolitoglossa helmrichi,Vulnerable,2020,2019-06-24 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11626,Bolitoglossa jacksoni,Critically Endangered,2020,2019-08-21 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11627,Bolitoglossa longissima,Critically Endangered,2019,2019-03-13 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11628,Bolitoglossa meliana,Endangered,2020,2019-08-22 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11629,Bolitoglossa mombachoensis,Vulnerable,2020,2019-11-13 00:00:00 UTC,Stable,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11630,Bolitoglossa porrasorum,Endangered,2020,2019-03-14 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11631,Bolitoglossa salvinii,Vulnerable,2020,2019-08-21 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11632,Bolitoglossa sooyorum,Endangered,2020,2019-09-11 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11633,Bolitoglossa synoria,Critically Endangered,2020,2019-06-19 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11634,Bradytriton silus,Endangered,2020,2019-10-22 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11635,Cryptotriton veraepacis,Critically Endangered,2020,2019-08-21 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11636,Dendrotriton bromeliacius,Critically Endangered,2020,2019-08-21 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11637,Dendrotriton cuchumatanus,Critically Endangered,2020,2019-08-22 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11638,Dendrotriton rabbi,Critically Endangered,2020,2019-08-20 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11639,Dendrotriton sanctibarbarus,Critically Endangered,2019,2019-03-14 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11640,Nototriton barbouri,Endangered,2020,2019-03-14 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11641,Nototriton lignicola,Endangered,2019,2019-03-12 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11642,Nototriton limnospectator,Endangered,2019,2019-03-12 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11643,Nototriton major,Endangered,2020,2019-09-10 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11644,Nototriton saslaya,Critically Endangered,2020,2019-11-13 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11645,Nototriton stuarti,Critically Endangered,2020,2019-08-21 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11646,Oedipina carablanca,Endangered,2020,2019-08-27 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11647,Oedipina ignea,Endangered,2020,2019-08-21 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11648,Oedipina poelzi,Endangered,2020,2019-09-12 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11649,Oedipina stenopodia,Endangered,2020,2019-08-22 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11650,Gymnopis syntrema,Near Threatened,2020,2019-08-22 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11651,Craugastor campbelli,Critically Endangered,2020,2019-06-24 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11652,Craugastor nefrens,Critically Endangered,2020,2019-08-20 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11653,Bolitoglossa heiroreias,Endangered,2020,2019-08-21 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11654,Bolitoglossa oresbia,Critically Endangered,2019,2019-03-13 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11655,Bolitoglossa sombra,Near Threatened,2020,2019-09-10 00:00:00 UTC,Stable,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11656,Incilius guanacaste,Endangered,2020,2019-09-11 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11657,Craugastor chingopetaca,Vulnerable,2020,2019-12-09 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11658,Oedipina tomasi,Critically Endangered,2019,2019-03-13 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11659,Incilius chompipe,Endangered,2020,2019-09-11 00:00:00 UTC,Stable,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11660,Bromeliohyla melacaena,Endangered,2019,2019-03-14 00:00:00 UTC,Decreasing,Terrestrial|Freshwater (=Inland waters),Neotropical,Global,CHORDATA,AMPHIBIA
11661,Cryptotriton sierraminensis,Critically Endangered,2020,2019-08-21 00:00:00 UTC,Stable,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11662,Dendrotriton kekchiorum,Critically Endangered,2020,2019-08-20 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11663,Bolitoglossa suchitanensis,Critically Endangered,2020,2019-08-22 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11664,Bolitoglossa indio,Endangered,2020,2019-11-12 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11665,Bolitoglossa insularis,Critically Endangered,2020,2019-11-12 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11666,Bolitoglossa kamuk,Vulnerable,2020,2019-09-11 00:00:00 UTC,Stable,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11667,Oedipina tzutujilorum,Endangered,2020,2019-08-21 00:00:00 UTC,Decreasing,Terrestrial,Neotropical,Global,CHORDATA,AMPHIBIA
11668,Bothrops lojanus,Vulnerable,2019,2019-03-16 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
11669,Atractus roulei,Vulnerable,2017,2014-01-24 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
11670,Riama stigmatoral,Vulnerable,2019,2014-04-20 00:00:00 UTC,Unknown,Terrestrial,Neotropical,Global,CHORDATA,REPTILIA
